ANIO_DENUNCIA,ANIO_HECHO,CAPTURA,CONDENA,DELITO,DEPARTAMENTO,ESTADO_NOTICIA,ETAPA,GRUPO_EDAD_VICTIMA,HECHO,HOMICIDIO_DOLOSO_CONSUMADO,IMPUTACION,MUNICIPIO,PAIS,PAIS_NACIMIENTO,SEXO_VICTIMA,TOTAL_VICTIMAS,TOTAL_POBLACION,TOTAL_FEMINICIDIOS,PORCENTAJE_TOTAL,PORCENTAJE_FEMINICIDIOS
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,ENVIGADO,Colombia,Colombia,FEMENINO,1,249009,8,1,0.0000321273528266047
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,GIRARDOTA,Colombia,Colombia,FEMENINO,1,60611,11,1,0.00018148520895547
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,MEDELLIN,Colombia,Colombia,FEMENINO,1,2569007,215,1,0.0000836899237721034
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,3,8380801,884,1,0.000105479177944924
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,Bogota,Colombia,Colombia,MASCULINO,2,8380801,884,1,0.000105479177944924
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,BolIvar,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,CARTAGENA,Colombia,Colombia,FEMENINO,1,1057767,104,1,0.000098320329524366
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,BolIvar,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,ACHI,Colombia,Colombia,FEMENINO,1,25086,1,1,0.0000398628717212788
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,TUNJA,Colombia,Colombia,FEMENINO,1,206791,10,1,0.0000483580039750279
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,PUERTO BOYACA,Colombia,Colombia,FEMENINO,1,57348,3,1,0.0000523121992048546
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,SATIVANORTE,Colombia,Colombia,FEMENINO,1,2133,1,1,0.00046882325363338
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,MANZANARES,Colombia,Colombia,FEMENINO,1,22457,1,1,0.0000445295453533419
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,CHINCHINA,Colombia,Colombia,FEMENINO,1,50474,3,1,0.0000594365415857669
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,ROSAS,Colombia,Colombia,FEMENINO,1,13669,2,1,0.000146316482551759
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,TIMBIQUI,Colombia,Colombia,FEMENINO,2,22166,4,1,0.000180456555084363
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,TIMBIQUI,Colombia,Colombia,FEMENINO,2,22166,4,1,0.000180456555084363
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,SANTANDER DE QUILICHAO,Colombia,Colombia,FEMENINO,2,100681,24,1,0.000238376654979589
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,COrdoba,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,MONTELIBANO,Colombia,Colombia,FEMENINO,1,90450,13,1,0.000143725815367606
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,COrdoba,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,LORICA,Colombia,Colombia,FEMENINO,1,121793,3,1,0.0000246319575016627
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,FACATATIVA,Colombia,Colombia,FEMENINO,1,144149,11,1,0.0000763099293092564
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,LA VEGA,Colombia,Colombia,FEMENINO,1,47791,2,1,0.0000418488836810278
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,TAUSA,Colombia,Colombia,FEMENINO,1,9287,1,1,0.000107677398514052
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Guaviare,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,EL RETORNO,Colombia,Colombia,FEMENINO,1,24978,4,1,0.000160140924013132
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,GARZON,Colombia,Colombia,FEMENINO,1,98383,7,1,0.0000711505036439222
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,GARZON,Colombia,Colombia,MASCULINO,1,98383,7,1,0.0000711505036439222
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,NEIVA,Colombia,Colombia,FEMENINO,1,350457,25,1,0.0000713354277414918
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,SANTA MARTA,Colombia,Colombia,FEMENINO,1,524031,75,1,0.000143121303892327
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,JUICIO,SIN DATO,SI,SI,SI,ACACIAS,Colombia,Colombia,FEMENINO,1,76873,3,1,0.0000390254055390059
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,NariNo,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,TUMACO,Colombia,Colombia,FEMENINO,1,221469,13,1,0.0000586989601253449
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,CUCUTA,Colombia,Colombia,FEMENINO,1,680765,30,1,0.0000440680704795341
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,BUCARAMANGA,Colombia,Colombia,FEMENINO,1,528572,70,1,0.00013243228926239
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Sucre,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,SAN ONOFRE,Colombia,Colombia,FEMENINO,1,52463,7,1,0.000133427367859253
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,IBAGUE,Colombia,Colombia,FEMENINO,1,579803,120,1,0.000206966849084948
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,IBAGUE,Colombia,Colombia,FEMENINO,1,579803,120,1,0.000206966849084948
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,1,0.000177859960117708
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,1,0.000177859960117708
2017,2017,NO,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,1,0.000177859960117708
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INVESTIGACION,SIN DATO,SI,NO,SI,LIBORINA,Colombia,,FEMENINO,1,9601,2,1,0.00020831163420477
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,JUICIO,SIN DATO,SI,NO,SI,ENVIGADO,Colombia,Colombia,FEMENINO,1,249009,8,1,0.0000321273528266047
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,AtlAntico,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,SI,SI,BARRANQUILLA,Colombia,Venezuela,FEMENINO,2,1239804,86,1,0.0000693658029817616
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,AtlAntico,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,MALAMBO,Colombia,Colombia,FEMENINO,1,131083,9,1,0.0000686587887063921
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,AtlAntico,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,SOLEDAD,Colombia,Colombia,FEMENINO,1,700970,35,1,0.0000499308101630598
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,AtlAntico,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,BARRANQUILLA,Colombia,Colombia,FEMENINO,1,1239804,86,1,0.0000693658029817616
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,AtlAntico,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,MALAMBO,Colombia,Colombia,FEMENINO,1,131083,9,1,0.0000686587887063921
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,AtlAntico,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,BARRANQUILLA,Colombia,Colombia,FEMENINO,1,1239804,86,1,0.0000693658029817616
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,AtlAntico,ACTIVO,JUICIO,SIN DATO,SI,SI,SI,BARRANQUILLA,Colombia,Colombia,FEMENINO,2,1239804,86,1,0.0000693658029817616
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,TERMINACION ANTICIPADA,SIN DATO,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,BolIvar,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,EL CARMEN DE BOLIVAR,Colombia,Colombia,FEMENINO,1,79606,3,1,0.00003768560158782
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,POPAYAN,Colombia,Colombia,FEMENINO,1,288636,41,1,0.000142047423051872
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,POPAYAN,Colombia,Colombia,FEMENINO,1,288636,41,1,0.000142047423051872
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,ChocO,INACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,QUIBDO,Colombia,Colombia,FEMENINO,1,116322,28,1,0.000240711129451007
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,COrdoba,ACTIVO,JUICIO,SIN DATO,SI,SI,SI,MONTELIBANO,Colombia,Colombia,FEMENINO,1,90450,13,1,0.000143725815367606
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,CAJICA,Colombia,Colombia,FEMENINO,1,62713,2,1,0.000031891314400523
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,MOSQUERA,Colombia,Colombia,FEMENINO,1,93461,5,1,0.0000534982506072051
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,FACATATIVA,Colombia,Colombia,FEMENINO,1,144149,11,1,0.0000763099293092564
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Huila,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,HOBO,Colombia,Colombia,FEMENINO,1,7066,1,1,0.000141522785168412
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Huila,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,PITALITO,Colombia,Colombia,FEMENINO,1,138229,11,1,0.0000795780914279927
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Huila,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,PITALITO,Colombia,Colombia,FEMENINO,2,138229,11,1,0.0000795780914279927
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,PIVIJAY,Colombia,Colombia,FEMENINO,1,33047,2,1,0.0000605198656458983
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,SANTA MARTA,Colombia,Colombia,FEMENINO,1,524031,75,1,0.000143121303892327
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,NariNo,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,SANTA BARBARA,Colombia,Colombia,FEMENINO,1,21238,2,1,0.000094170825878143
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Putumayo,ACTIVO,JUICIO,SIN DATO,SI,SI,SI,MOCOA,Colombia,Colombia,FEMENINO,1,46616,20,1,0.00042903724043247
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,BARRANCABERMEJA,Colombia,Colombia,FEMENINO,1,191144,13,1,0.0000680115515004395
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,CIMITARRA,Colombia,Colombia,FEMENINO,1,50892,6,1,0.000117896722471115
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,GIRON,Colombia,Colombia,FEMENINO,1,206005,10,1,0.0000485425111040994
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,CHARTA,Colombia,Colombia,FEMENINO,1,2475,1,1,0.000404040404040404
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,BUCARAMANGA,Colombia,Colombia,FEMENINO,1,528572,70,1,0.00013243228926239
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Sucre,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,NO,SI,SINCELEJO,Colombia,Colombia,FEMENINO,1,294599,12,1,0.0000407333358225927
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Sucre,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,SINCELEJO,Colombia,Colombia,FEMENINO,1,294599,12,1,0.0000407333358225927
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,NO,SI,IBAGUE,Colombia,Colombia,FEMENINO,1,579803,120,1,0.000206966849084948
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,IBAGUE,Colombia,Colombia,FEMENINO,1,579803,120,1,0.000206966849084948
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,IBAGUE,Colombia,Colombia,MASCULINO,1,579803,120,1,0.000206966849084948
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,SIN DATO,SI,SI,SI,CHAPARRAL,Colombia,Colombia,MASCULINO,1,47442,7,1,0.000147548585641415
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,2,2496346,444,1,0.000177859960117708
2017,2017,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F",Magdalena,INACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,ZONA BANANERA,Colombia,Colombia,FEMENINO,1,62806,4,1,0.0000636881826577079
2017,2017,SI,SI,CIRCUNSTANCIA DE AGRAVACION PUNIBLE DEL FEMINICIDIO ART 104B CP LEY 1761 DE 2015,Huila,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,GUADALUPE,Colombia,Colombia,FEMENINO,1,6330,4,1,0.000631911532385466
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,ADOLESCENTE 14 - 17,NO,NO,SI,MEDELLIN,Colombia,Colombia,FEMENINO,1,2569007,215,1,0.0000836899237721034
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,ADOLESCENTE 14 - 17,SI,NO,SI,MEDELLIN,Colombia,Colombia,MASCULINO,1,2569007,215,1,0.0000836899237721034
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,CONCEPCION,Colombia,Colombia,FEMENINO,1,3030,1,1,0.00033003300330033
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,MEDELLIN,Colombia,Colombia,FEMENINO,3,2569007,215,1,0.0000836899237721034
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,CALDAS,Colombia,Colombia,FEMENINO,1,82234,5,1,0.0000608021013206216
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,GIRARDOTA,Colombia,Colombia,FEMENINO,1,60611,11,1,0.00018148520895547
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,ITAGUI,Colombia,Colombia,FEMENINO,1,282815,26,1,0.0000919328889910365
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,MEDELLIN,Colombia,Colombia,FEMENINO,4,2569007,215,1,0.0000836899237721034
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,SALGAR,Colombia,Colombia,FEMENINO,1,17249,5,1,0.000289871876630529
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,TARAZA,Colombia,Colombia,FEMENINO,1,48926,5,1,0.000102195151861996
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,INFANCIA 6 - 11,SI,SI,SI,MEDELLIN,Colombia,Colombia,MASCULINO,1,2569007,215,1,0.0000836899237721034
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,BARBOSA,Colombia,Colombia,FEMENINO,1,53943,4,1,0.0000741523459948464
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,BELLO,Colombia,Colombia,FEMENINO,1,500098,28,1,0.0000559890261508744
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,MEDELLIN,Colombia,Colombia,FEMENINO,5,2569007,215,1,0.0000836899237721034
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,MEDELLIN,Colombia,Colombia,MASCULINO,1,2569007,215,1,0.0000836899237721034
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,YALI,Colombia,Colombia,FEMENINO,1,8771,1,1,0.00011401208528104
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,MEDELLIN,Colombia,Colombia,FEMENINO,1,2569007,215,1,0.0000836899237721034
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,PRE-ADOLESCENTE 12 - 13,SI,SI,SI,MEDELLIN,Colombia,Colombia,MASCULINO,1,2569007,215,1,0.0000836899237721034
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,PRIMERA INFANCIA 0 - 5,SI,SI,SI,GIRARDOTA,Colombia,Colombia,FEMENINO,1,60611,11,1,0.00018148520895547
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,CAUCASIA,Colombia,Colombia,FEMENINO,1,126161,7,1,0.000055484658491927
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,MEDELLIN,Colombia,Colombia,FEMENINO,2,2569007,215,1,0.0000836899237721034
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,MEDELLIN,Colombia,Colombia,FEMENINO,2,2569007,215,1,0.0000836899237721034
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,SALGAR,Colombia,Colombia,FEMENINO,1,17249,5,1,0.000289871876630529
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,TARAZA,Colombia,Colombia,FEMENINO,1,48926,5,1,0.000102195151861996
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,JUICIO,SIN DATO,SI,NO,SI,MEDELLIN,Colombia,Colombia,FEMENINO,1,2569007,215,1,0.0000836899237721034
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,AtlAntico,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,MALAMBO,Colombia,Colombia,FEMENINO,1,131083,9,1,0.0000686587887063921
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,AtlAntico,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,BARRANQUILLA,Colombia,Colombia,FEMENINO,1,1239804,86,1,0.0000693658029817616
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,SIN DATO,SI,SI,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,5,8380801,884,1,0.000105479177944924
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Bogota,Colombia,Colombia,MASCULINO,1,8380801,884,1,0.000105479177944924
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Bogota,Colombia,Colombia,FEMENINO,3,8380801,884,1,0.000105479177944924
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,3,8380801,884,1,0.000105479177944924
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,Bogota,Colombia,Colombia,FEMENINO,3,8380801,884,1,0.000105479177944924
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,15,8380801,884,1,0.000105479177944924
