ANIO_DENUNCIA,ANIO_HECHO,CAPTURA,CONDENA,DELITO,DEPARTAMENTO,ESTADO_NOTICIA,ETAPA,GRUPO_EDAD_VICTIMA,HECHO,HOMICIDIO_DOLOSO_CONSUMADO,IMPUTACION,MUNICIPIO,PAIS,PAIS_NACIMIENTO,SEXO_VICTIMA,TOTAL_VICTIMAS,TOTAL_POBLACION,TOTAL_FEMINICIDIOS,PORCENTAJE_TOTAL,PORCENTAJE_FEMINICIDIOS
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,Bogota,Colombia,Colombia,MASCULINO,3,8380801,884,1,0.000105479177944924
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Bogota,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,Bogota,Colombia,Colombia,FEMENINO,6,8380801,884,1,0.000105479177944924
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,BolIvar,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,CARTAGENA,Colombia,Colombia,FEMENINO,3,1057767,104,1,0.000098320329524366
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,BolIvar,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,SANTA ROSA,Colombia,Colombia,FEMENINO,1,25237,3,1,0.000118873083171534
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,BolIvar,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,CARTAGENA,Colombia,Colombia,FEMENINO,1,1057767,104,1,0.000098320329524366
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,BolIvar,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,CARTAGENA,Colombia,Colombia,FEMENINO,1,1057767,104,1,0.000098320329524366
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,AQUITANIA,Colombia,Colombia,FEMENINO,2,14256,3,1,0.00021043771043771
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,SOGAMOSO,Colombia,Colombia,FEMENINO,2,110885,12,1,0.000108220228164314
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,TOCA,Colombia,Colombia,FEMENINO,1,9902,3,1,0.00030296909715209
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,TIBASOSA,Colombia,Colombia,FEMENINO,1,14745,1,1,0.0000678195998643608
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Caldas,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,MANIZALES,Colombia,Colombia,FEMENINO,1,402646,23,1,0.0000571221370633261
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,RIOSUCIO,Colombia,Colombia,FEMENINO,1,65372,5,1,0.0000764853454078199
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,LA DORADA,Colombia,Colombia,FEMENINO,1,78949,9,1,0.00011399764404869
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,MANIZALES,Colombia,Colombia,FEMENINO,1,402646,23,1,0.0000571221370633261
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,RIOSUCIO,Colombia,Colombia,MASCULINO,1,65372,5,1,0.0000764853454078199
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,PENSILVANIA,Colombia,Colombia,FEMENINO,1,26349,2,1,0.0000759042088883829
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,CaquetA,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,FLORENCIA,Colombia,Colombia,FEMENINO,2,187515,14,1,0.0000746606938111618
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,CaquetA,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,SAN VICENTE DEL CAGUAN,Colombia,Colombia,FEMENINO,1,74191,8,1,0.000107829790675419
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,CaquetA,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,CARTAGENA DEL CHAIRA,Colombia,Colombia,FEMENINO,1,35993,5,1,0.00013891590031395
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,POPAYAN,Colombia,Colombia,FEMENINO,1,288636,41,1,0.000142047423051872
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,PUERTO TEJADA,Colombia,Colombia,FEMENINO,1,46215,9,1,0.000194741966893866
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,PAEZ,Colombia,Colombia,FEMENINO,1,2709,4,1,0.0014765596160945
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,SANTANDER DE QUILICHAO,Colombia,Colombia,FEMENINO,1,100681,24,1,0.000238376654979589
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,BALBOA,Colombia,Colombia,FEMENINO,1,26538,1,1,0.0000376818147561987
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,POPAYAN,Colombia,Colombia,FEMENINO,1,288636,41,1,0.000142047423051872
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,POPAYAN,Colombia,Colombia,FEMENINO,1,288636,41,1,0.000142047423051872
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,SANTANDER DE QUILICHAO,Colombia,Colombia,FEMENINO,1,100681,24,1,0.000238376654979589
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,POPAYAN,Colombia,Colombia,FEMENINO,1,288636,41,1,0.000142047423051872
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,SANTANDER DE QUILICHAO,Colombia,Colombia,FEMENINO,1,100681,24,1,0.000238376654979589
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,ChocO,INACTIVO,EJECUCION DE PENAS,ADOLESCENTE 14 - 17,SI,NO,SI,RIOSUCIO,Colombia,Colombia,FEMENINO,1,65372,5,1,0.0000764853454078199
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,ChocO,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,QUIBDO,Colombia,Colombia,FEMENINO,2,116322,28,1,0.000240711129451007
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,ChocO,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,QUIBDO,Colombia,Colombia,FEMENINO,1,116322,28,1,0.000240711129451007
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,ChocO,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,MEDIO SAN JUAN,Colombia,Colombia,FEMENINO,1,18268,2,1,0.000109481059776659
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,ChocO,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,RIOSUCIO,Colombia,Colombia,FEMENINO,1,65372,5,1,0.0000764853454078199
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,COrdoba,ACTIVO,JUICIO,SIN DATO,SI,SI,SI,SAN PELAYO,Colombia,Colombia,FEMENINO,1,45816,1,1,0.0000218264361795006
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,COrdoba,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,MONITOS,Colombia,Colombia,FEMENINO,1,29512,1,1,0.0000338845215505557
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,SI,SI,GUAYABETAL,Colombia,Colombia,FEMENINO,1,5027,1,1,0.000198925800676348
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCION DE PENAS,ADOLESCENTE 14 - 17,SI,SI,SI,LA PENA,Colombia,Colombia,FEMENINO,1,7058,1,1,0.00014168319637291
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,GUADALUPE,Colombia,Colombia,FEMENINO,1,6330,4,1,0.000631911532385466
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,NEIVA,Colombia,Colombia,FEMENINO,1,350457,25,1,0.0000713354277414918
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,SANTA MARIA,Colombia,Colombia,FEMENINO,1,3675,1,1,0.000272108843537415
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCION DE PENAS,PRIMERA INFANCIA 0 - 5,SI,SI,SI,NEIVA,Colombia,Colombia,FEMENINO,1,350457,25,1,0.0000713354277414918
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,PITALITO,Colombia,Colombia,FEMENINO,1,138229,11,1,0.0000795780914279927
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,PITALITO,Colombia,Colombia,MASCULINO,1,138229,11,1,0.0000795780914279927
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,EL BANCO,Colombia,Colombia,FEMENINO,2,56255,9,1,0.000159985779041863
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,EL BANCO,Colombia,Colombia,FEMENINO,1,56255,9,1,0.000159985779041863
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,ZONA BANANERA,Colombia,Colombia,FEMENINO,1,62806,4,1,0.0000636881826577079
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,RESTREPO,Colombia,Colombia,FEMENINO,1,10715,11,1,0.00102659822678488
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,BARRANCA DE UPIA,Colombia,Colombia,FEMENINO,1,4342,3,1,0.000690925840626439
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,MESETAS,Colombia,Colombia,FEMENINO,1,11589,5,1,0.000431443610320131
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,VILLAVICENCIO,Colombia,Colombia,FEMENINO,1,538527,53,1,0.0000984166067810899
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,NariNo,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,PASTO,Colombia,Colombia,FEMENINO,2,465148,30,1,0.0000644956013999845
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,TIBU,Colombia,Colombia,FEMENINO,1,37455,12,1,0.000320384461353624
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,TIBU,Colombia,Colombia,MASCULINO,1,37455,12,1,0.000320384461353624
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Putumayo,INACTIVO,EJECUCION DE PENAS,ADOLESCENTE 14 - 17,SI,SI,SI,MOCOA,Colombia,Colombia,FEMENINO,1,46616,20,1,0.00042903724043247
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Putumayo,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,COLON,Colombia,Colombia,FEMENINO,1,10296,3,1,0.000291375291375291
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Putumayo,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,MOCOA,Colombia,Colombia,FEMENINO,2,46616,20,1,0.00042903724043247
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Putumayo,INACTIVO,EJECUCION DE PENAS,PRE-ADOLESCENTE 12 - 13,SI,SI,SI,MOCOA,Colombia,Colombia,MASCULINO,1,46616,20,1,0.00042903724043247
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,QuindIo,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,ARMENIA,Colombia,Colombia,FEMENINO,1,3765,30,1,0.00796812749003984
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,QuindIo,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,LA TEBAIDA,Colombia,Colombia,FEMENINO,1,47412,5,1,0.000105458533704547
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,QuindIo,INACTIVO,JUICIO,SIN DATO,SI,NO,SI,ARMENIA,Colombia,Colombia,FEMENINO,1,3765,30,1,0.00796812749003984
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Risaralda,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,LA VIRGINIA,Colombia,Colombia,FEMENINO,1,32403,5,1,0.000154306699996914
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Risaralda,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,PEREIRA,Colombia,Colombia,FEMENINO,1,481129,35,1,0.0000727455630402657
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,BUCARAMANGA,Colombia,Colombia,FEMENINO,2,528572,70,1,0.00013243228926239
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Sucre,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,SAN MARCOS,Colombia,Colombia,FEMENINO,1,60735,5,1,0.0000823248538733844
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Sucre,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,SINCELEJO,Colombia,Colombia,FEMENINO,1,294599,12,1,0.0000407333358225927
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,PRIMERA INFANCIA 0 - 5,SI,NO,SI,HONDA,Colombia,Colombia,FEMENINO,1,23590,4,1,0.000169563374311149
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCION DE PENAS,ADOLESCENTE 14 - 17,SI,NO,SI,FLANDES,Colombia,Colombia,MASCULINO,1,29550,6,1,0.000203045685279188
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,FLANDES,Colombia,Colombia,FEMENINO,1,29550,6,1,0.000203045685279188
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,HONDA,Colombia,Colombia,FEMENINO,1,23590,4,1,0.000169563374311149
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,CHAPARRAL,Colombia,Colombia,FEMENINO,1,47442,7,1,0.000147548585641415
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,IBAGUE,Colombia,Colombia,FEMENINO,1,579803,120,1,0.000206966849084948
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,IBAGUE,Colombia,Colombia,MASCULINO,1,579803,120,1,0.000206966849084948
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,VENADILLO,Colombia,Colombia,FEMENINO,1,19872,1,1,0.0000503220611916264
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,ADOLESCENTE 14 - 17,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,2,2496346,444,1,0.000177859960117708
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,9,2496346,444,1,0.000177859960117708
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,ZARZAL,Colombia,Colombia,MASCULINO,1,47522,2,1,0.0000420857708008922
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,BUENAVENTURA,Colombia,Colombia,FEMENINO,1,440995,33,1,0.0000748307803943356
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,1,0.000177859960117708
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,ADULTO MAYOR DE 60,SI,SI,SI,PALMIRA,Colombia,Colombia,FEMENINO,1,314418,46,1,0.000146302056498038
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,7,2496346,444,1,0.000177859960117708
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,TULUA,Colombia,Colombia,FEMENINO,1,224257,14,1,0.0000624283745880842
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,1,0.000177859960117708
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,DAGUA,Colombia,Colombia,FEMENINO,1,37006,7,1,0.000189158514835432
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,PRE-ADOLESCENTE 12 - 13,SI,NO,SI,PALMIRA,Colombia,Colombia,FEMENINO,1,314418,46,1,0.000146302056498038
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,5,2496346,444,1,0.000177859960117708
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,GUADALAJARA DE BUGA,Colombia,Colombia,FEMENINO,1,114053,8,1,0.0000701428283341955
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,PALMIRA,Colombia,Colombia,FEMENINO,1,314418,46,1,0.000146302056498038
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,CALI,Colombia,Colombia,FEMENINO,2,2496346,444,1,0.000177859960117708
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,PALMIRA,Colombia,Colombia,FEMENINO,2,314418,46,1,0.000146302056498038
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,TULUA,Colombia,Colombia,FEMENINO,1,224257,14,1,0.0000624283745880842
2017,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,YUMBO,Colombia,Colombia,FEMENINO,1,131593,30,1,0.000227975652200345
2017,2017,SI,SI,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Caldas,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,NO,SI,ANSERMA,Colombia,Colombia,FEMENINO,1,33146,2,1,0.0000603391057744524
2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,PRE-ADOLESCENTE 12 - 13,NO,NO,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,NO,NO,SI,YUMBO,Colombia,Colombia,FEMENINO,1,131593,30,1,0.000227975652200345
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,NO,NO,SI,YUMBO,Colombia,Colombia,FEMENINO,4,131593,30,1,0.000227975652200345
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,JUVENTUD 18 - 28,NO,NO,SI,YUMBO,Colombia,Colombia,FEMENINO,1,131593,30,1,0.000227975652200345
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,JUVENTUD 18 - 28,NO,NO,SI,YUMBO,Colombia,Colombia,MASCULINO,1,131593,30,1,0.000227975652200345
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,SIN DATO,NO,NO,SI,YUMBO,Colombia,Colombia,FEMENINO,3,131593,30,1,0.000227975652200345
2017,2017,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,SIN DATO,NO,NO,SI,YUMBO,Colombia,Colombia,MASCULINO,2,131593,30,1,0.000227975652200345
2018,2017,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCION DE PENAS,SIN DATO,SI,SI,SI,LA VICTORIA,Colombia,Colombia,FEMENINO,1,1673,3,1,0.0017931858936043
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,MEDELLIN,Colombia,,FEMENINO,1,2569007,215,1,0.0000836899237721034
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,MUTATA,Colombia,Colombia,FEMENINO,1,22992,1,1,0.0000434933890048713
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,MEDELLIN,Colombia,Colombia,FEMENINO,1,2569007,215,1,0.0000836899237721034
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,Bogota,Colombia,Colombia,FEMENINO,2,8380801,884,1,0.000105479177944924
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Bogota,ACTIVO,JUICIO,SIN DATO,SI,SI,SI,Bogota,Colombia,Colombia,FEMENINO,1,8380801,884,1,0.000105479177944924
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,CORINTO,Colombia,Colombia,FEMENINO,1,33846,6,1,0.000177273533061514
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCION DE PENAS,ADOLESCENTE 14 - 17,SI,NO,SI,CORINTO,Colombia,Colombia,FEMENINO,2,33846,6,1,0.000177273533061514
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCION DE PENAS,ADOLESCENTE 14 - 17,SI,SI,SI,CORINTO,Colombia,Colombia,FEMENINO,2,33846,6,1,0.000177273533061514
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,PELAYA,Colombia,Colombia,FEMENINO,1,18421,3,1,0.000162857608164595
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,AGUSTIN CODAZZI,Colombia,Colombia,FEMENINO,1,48805,7,1,0.000143427927466448
2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,SAN ALBERTO,Colombia,Colombia,MASCULINO,1,27025,5,1,0.000185013876040703
