;ANIO_DENUNCIA;ANIO_HECHO;CAPTURA;CONDENA;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;MUNICIPIO;PAIS;PAIS_NACIMIENTO;SEXO_VICTIMA;TOTAL_VICTIMAS;TOTAL_POBLACION;TOTAL_FEMINICIDIOS;PORCENTAJE_TOTAL;PORCENTAJE_FEMINICIDIOS
1609;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INVESTIGACION;SIN DATO;SI;SI;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;4;8380801;884;1;0,000105479
1610;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INVESTIGACION;SIN DATO;SI;SI;SI;BOGOTA, D.C.;Colombia;Colombia;MASCULINO;14;8380801;884;1;0,000105479
1611;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;INVESTIGACION;SIN DATO;SI;SI;SI;BOGOTA, D.C.;Colombia;Venezuela;MASCULINO;1;8380801;884;1;0,000105479
1612;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;ADULTEZ 29 - 59;NO;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
1613;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;3;8380801;884;1;0,000105479
1614;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;MASCULINO;2;8380801;884;1;0,000105479
1615;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;2;8380801;884;1;0,000105479
1616;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;ADULTO MAYOR DE 60;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
1617;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;ADULTO MAYOR DE 60;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;MASCULINO;1;8380801;884;1;0,000105479
1618;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;INFANCIA 6 - 11;SI;SI;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;1;8380801;884;1;0,000105479
1619;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;3;8380801;884;1;0,000105479
1620;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;BOGOTA, D.C.;Colombia;Venezuela;FEMENINO;1;8380801;884;1;0,000105479
1621;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;SIN DATO;NO;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;3;8380801;884;1;0,000105479
1622;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;BOGOTA, D.C.;Colombia;;;1;8380801;884;1;0,000105479
1623;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;BOGOTA, D.C.;Colombia;;FEMENINO;1;8380801;884;1;0,000105479
1624;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;BOGOTA, D.C.;Colombia;Colombia;FEMENINO;5;8380801;884;1;0,000105479
1625;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Bogota;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;BOGOTA, D.C.;Colombia;;FEMENINO;1;8380801;884;1;0,000105479
1626;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;BolIvar;ACTIVO;INVESTIGACION;JUVENTUD 18 - 28;SI;NO;SI;EL PENON;Colombia;Colombia;FEMENINO;1;10538;2;1;0,000189789
1627;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;BolIvar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;CARTAGENA;Colombia;Colombia;FEMENINO;2;1057767;104;1;9,83203E-05
1628;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;BolIvar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;CARTAGENA;Colombia;Colombia;FEMENINO;1;1057767;104;1;9,83203E-05
1629;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;BolIvar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;SAN CRISTOBAL;Colombia;Colombia;FEMENINO;1;6738;1;1;0,000148412
1630;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;BolIvar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;SAN PABLO;Colombia;Colombia;FEMENINO;1;37160;4;1;0,000107643
1631;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;BolIvar;ACTIVO;JUICIO;ADULTO MAYOR DE 60;SI;NO;SI;CARTAGENA;Colombia;Colombia;FEMENINO;1;1057767;104;1;9,83203E-05
1632;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;BolIvar;ACTIVO;JUICIO;INFANCIA 6 - 11;SI;NO;SI;CARTAGENA;Colombia;Colombia;MASCULINO;1;1057767;104;1;9,83203E-05
1633;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;BolIvar;ACTIVO;JUICIO;PRE-ADOLESCENTE 12 - 13;SI;SI;SI;CARTAGENA;Colombia;Colombia;FEMENINO;1;1057767;104;1;9,83203E-05
1634;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;BolIvar;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;CARTAGENA;Colombia;Colombia;FEMENINO;1;1057767;104;1;9,83203E-05
1635;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;TUNJA;Colombia;Colombia;FEMENINO;1;206791;10;1;4,8358E-05
1636;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Caldas;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;MANIZALES;Colombia;Colombia;FEMENINO;1;402646;23;1;5,71221E-05
1637;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Caldas;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;SUPIA;Colombia;Colombia;FEMENINO;1;27687;4;1;0,000144472
1638;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Caldas;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;SUPIA;Colombia;Colombia;MASCULINO;1;27687;4;1;0,000144472
1639;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Caldas;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;MANIZALES;Colombia;Colombia;FEMENINO;1;402646;23;1;5,71221E-05
1640;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;CaquetA;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;FLORENCIA;Colombia;Colombia;FEMENINO;1;187515;14;1;7,46607E-05
1641;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;CaquetA;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;SOLITA;Colombia;Colombia;FEMENINO;1;9119;2;1;0,000219322
1642;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;CaquetA;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;SOLITA;Colombia;Colombia;FEMENINO;1;9119;2;1;0,000219322
1643;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;INVESTIGACION;JUVENTUD 18 - 28;SI;SI;SI;OROCUE;Colombia;Colombia;FEMENINO;1;8489;2;1;0,000235599
1644;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;MANI;Colombia;Colombia;FEMENINO;1;11108;39;1;0,003510983
1645;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;SUCRE;Colombia;Colombia;FEMENINO;1;8837;5;1;0,000565803
1646;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;PUERTO TEJADA;Colombia;Colombia;FEMENINO;1;46215;9;1;0,000194742
1647;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;POPAYAN;Colombia;Colombia;FEMENINO;1;288636;41;1;0,000142047
1648;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;TERMINACION ANTICIPADA;ADULTEZ 29 - 59;SI;NO;NO;VILLA RICA;Colombia;Colombia;FEMENINO;1;17134;5;1;0,000291817
1649;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACION;ADULTEZ 29 - 59;SI;NO;SI;VALLEDUPAR;Colombia;Colombia;FEMENINO;1;503444;41;1;8,1439E-05
1650;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INVESTIGACION;SIN DATO;SI;NO;SI;CURUMANI;Colombia;Colombia;FEMENINO;1;22673;5;1;0,000220527
1651;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;CHIRIGUANA;Colombia;Colombia;FEMENINO;1;18308;2;1;0,000109242
1652;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;VALLEDUPAR;Colombia;Colombia;FEMENINO;2;503444;41;1;8,1439E-05
1653;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;VALLEDUPAR;Colombia;Colombia;MASCULINO;1;503444;41;1;8,1439E-05
1654;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;VALLEDUPAR;Colombia;Colombia;FEMENINO;1;503444;41;1;8,1439E-05
1655;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;INFANCIA 6 - 11;SI;NO;SI;VALLEDUPAR;Colombia;Colombia;MASCULINO;1;503444;41;1;8,1439E-05
1656;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;PRIMERA INFANCIA 0 - 5;SI;SI;SI;EL PASO;Colombia;Colombia;FEMENINO;1;23699;4;1;0,000168783
1657;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;VALLEDUPAR;Colombia;;FEMENINO;1;503444;41;1;8,1439E-05
1658;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;ChocO;ACTIVO;INVESTIGACION;ADULTEZ 29 - 59;SI;NO;SI;TADO;Colombia;Colombia;FEMENINO;1;19233;3;1;0,000155982
1659;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;LORICA;Colombia;Venezuela;FEMENINO;1;121793;3;1;2,4632E-05
1660;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;MONTERIA;Colombia;Colombia;FEMENINO;1;471867;23;1;4,87425E-05
1661;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;SAHAGUN;Colombia;Colombia;FEMENINO;1;90494;5;1;5,52523E-05
1662;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;MONTELIBANO;Colombia;Colombia;FEMENINO;1;90450;13;1;0,000143726
1663;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;SAHAGUN;Colombia;Colombia;FEMENINO;1;90494;5;1;5,52523E-05
1664;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;SAHAGUN;Colombia;Colombia;MASCULINO;1;90494;5;1;5,52523E-05
1665;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;COrdoba;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;SAHAGUN;Colombia;Colombia;FEMENINO;1;90494;5;1;5,52523E-05
1666;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;GACHANCIPA;Colombia;Colombia;MASCULINO;1;16457;3;1;0,000182293
1667;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;GACHANCIPA;Colombia;Colombia;FEMENINO;1;16457;3;1;0,000182293
1668;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;CHIA;Colombia;Colombia;FEMENINO;1;141917;3;1;2,11391E-05
1669;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;TERMINACION ANTICIPADA;ADULTEZ 29 - 59;SI;SI;SI;SAN ANTONIO DEL TEQUENDAMA;Colombia;Colombia;FEMENINO;1;13397;1;1;7,46436E-05
1670;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INVESTIGACION;JUVENTUD 18 - 28;SI;NO;SI;NEIVA;Colombia;Colombia;FEMENINO;1;350457;25;1;7,13354E-05
1671;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;PITALITO;Colombia;Colombia;FEMENINO;1;138229;11;1;7,95781E-05
1672;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ACTIVO;INVESTIGACION;ADOLESCENTE 14 - 17;SI;NO;SI;RIOHACHA;Colombia;Colombia;FEMENINO;1;304987;12;1;3,93459E-05
1673;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ACTIVO;INVESTIGACION;ADULTEZ 29 - 59;SI;NO;SI;RIOHACHA;Colombia;Colombia;FEMENINO;1;304987;12;1;3,93459E-05
1674;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;MAICAO;Colombia;Colombia;FEMENINO;1;168658;13;1;7,70791E-05
1675;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;MAICAO;Colombia;Colombia;FEMENINO;1;168658;13;1;7,70791E-05
1676;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INVESTIGACION;SIN DATO;SI;NO;SI;SANTA MARTA;Colombia;Colombia;FEMENINO;1;524031;75;1;0,000143121
1677;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;PEDRAZA;Colombia;Colombia;FEMENINO;1;8137;1;1;0,000122895
1678;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;ZAPAYAN;Colombia;Colombia;FEMENINO;1;8974;1;1;0,000111433
1679;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;FUENTE DE ORO;Colombia;Colombia;FEMENINO;1;14361;3;1;0,000208899
1680;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;PUERTO GAITAN;Colombia;Colombia;FEMENINO;1;19113;15;1;0,000784806
1681;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;TERMINACION ANTICIPADA;PRE-ADOLESCENTE 12 - 13;NO;NO;NO;VILLAVICENCIO;Colombia;Colombia;FEMENINO;1;538527;53;1;9,84166E-05
1682;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;NariNo;ACTIVO;INVESTIGACION;ADULTEZ 29 - 59;SI;NO;SI;PASTO;Colombia;Colombia;FEMENINO;1;465148;30;1;6,44956E-05
1683;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;NariNo;ACTIVO;INVESTIGACION;ADULTEZ 29 - 59;SI;SI;SI;SANDONA;Colombia;Colombia;FEMENINO;1;25767;4;1;0,000155237
1684;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;NariNo;ACTIVO;INVESTIGACION;JUVENTUD 18 - 28;SI;SI;SI;ROBERTO PAYAN;Colombia;Colombia;FEMENINO;1;26163;3;1;0,000114666
1685;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;NariNo;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;LA CRUZ;Colombia;Colombia;FEMENINO;1;18313;1;1;5,4606E-05
1686;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;NariNo;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;PASTO;Colombia;Colombia;FEMENINO;1;465148;30;1;6,44956E-05
1687;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;NariNo;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;PASTO;Colombia;Colombia;FEMENINO;2;465148;30;1;6,44956E-05
1688;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;LA ESPERANZA;Colombia;Colombia;FEMENINO;1;12609;5;1;0,000396542
1689;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;CUCUTA;Colombia;Colombia;FEMENINO;1;680765;30;1;4,40681E-05
1690;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;CUCUTA;Colombia;Colombia;FEMENINO;1;680765;30;1;4,40681E-05
1691;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;TERMINACION ANTICIPADA;ADULTEZ 29 - 59;SI;SI;SI;CUCUTA;Colombia;Colombia;FEMENINO;1;680765;30;1;4,40681E-05
1692;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;PUERTO ASIS;Colombia;Colombia;FEMENINO;1;63953;16;1;0,000250184
1693;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;QuindIo;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;ARMENIA;Colombia;Colombia;FEMENINO;1;3765;30;1;0,007968127
1694;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;QuindIo;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;LA TEBAIDA;Colombia;Colombia;FEMENINO;1;47412;5;1;0,000105459
1695;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;QuindIo;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;CALARCA;Colombia;Colombia;FEMENINO;1;79569;9;1;0,000113109
1696;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;BUCARAMANGA;Colombia;Colombia;FEMENINO;1;528572;70;1;0,000132432
1697;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;LEBRIJA;Colombia;Colombia;FEMENINO;1;42895;5;1;0,000116564
1698;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;FLORIDABLANCA;Colombia;Colombia;FEMENINO;1;267936;20;1;7,46447E-05
1699;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;BARRANCABERMEJA;Colombia;Colombia;FEMENINO;1;191144;13;1;6,80116E-05
1700;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;BUCARAMANGA;Colombia;Colombia;FEMENINO;1;528572;70;1;0,000132432
1701;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;SABANA DE TORRES;Colombia;Colombia;FEMENINO;1;17772;3;1;0,000168805
1702;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;BUCARAMANGA;Colombia;Colombia;FEMENINO;1;528572;70;1;0,000132432
1703;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;LEBRIJA;Colombia;;;1;42895;5;1;0,000116564
1704;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Sucre;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;SAN MARCOS;Colombia;Colombia;FEMENINO;1;60735;5;1;8,23249E-05
1705;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Sucre;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;SAMPUES;Colombia;Colombia;FEMENINO;1;38631;3;1;7,76578E-05
1706;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INVESTIGACION;ADULTEZ 29 - 59;SI;NO;SI;GUAMO;Colombia;Colombia;FEMENINO;1;31089;3;1;9,64972E-05
1707;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INVESTIGACION;JUVENTUD 18 - 28;SI;NO;SI;GUAMO;Colombia;Colombia;FEMENINO;1;31089;3;1;9,64972E-05
1708;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;IBAGUE;Colombia;Colombia;FEMENINO;4;579803;120;1;0,000206967
1709;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;FLANDES;Colombia;Colombia;MASCULINO;1;29550;6;1;0,000203046
1710;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;ADULTO MAYOR DE 60;SI;NO;SI;IBAGUE;Colombia;Colombia;FEMENINO;1;579803;120;1;0,000206967
1711;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;IBAGUE;Colombia;Colombia;FEMENINO;1;579803;120;1;0,000206967
1712;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;FRESNO;Colombia;Colombia;FEMENINO;1;29663;3;1;0,000101136
1713;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;IBAGUE;Colombia;Venezuela;FEMENINO;1;579803;120;1;0,000206967
1714;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;TERMINACION ANTICIPADA;SIN DATO;SI;SI;SI;COELLO;Colombia;Colombia;FEMENINO;1;10120;1;1;9,88142E-05
1715;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INVESTIGACION;ADULTEZ 29 - 59;SI;NO;SI;CALI;Colombia;Venezuela;FEMENINO;1;2496346;444;1;0,00017786
1716;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INVESTIGACION;JUVENTUD 18 - 28;SI;NO;SI;FLORIDA;Colombia;Colombia;MASCULINO;1;59207;7;1;0,000118229
1717;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INVESTIGACION;JUVENTUD 18 - 28;SI;SI;SI;TRUJILLO;Colombia;Colombia;FEMENINO;1;17798;2;1;0,000112372
1718;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;CALI;Colombia;Colombia;FEMENINO;4;2496346;444;1;0,00017786
1719;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;CALI;Colombia;Venezuela;FEMENINO;1;2496346;444;1;0,00017786
1720;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;JAMUNDI;Colombia;Colombia;FEMENINO;1;132540;11;1;8,29938E-05
1721;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;PALMIRA;Colombia;Colombia;FEMENINO;1;314418;46;1;0,000146302
1722;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;PALMIRA;Colombia;Colombia;MASCULINO;1;314418;46;1;0,000146302
1723;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;TULUA;Colombia;Colombia;FEMENINO;1;224257;14;1;6,24284E-05
1724;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;CALI;Colombia;Colombia;FEMENINO;1;2496346;444;1;0,00017786
1725;2022;2022;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;EL CERRITO;Colombia;Colombia;FEMENINO;1;58829;4;1;6,79937E-05
